Year,City,State,daysAway,caseRate
2002,Peoria,AR,1.80421,21.8091
2002,Davenport,AR,2.64663,30.435
2002,Iowa City,AR,7.63725,4.83758
2002,Sarasota,AR,15.7708,3.33881
2002,Ft. Myers,AR,4.36863,24.7384
2002,St. Augustine,AR,6.94587,10.1487
2002,Gainesville,AR,6.15074,9.06077
2002,Ocala,AR,0.606991,3.40597
2002,Destin,AR,10.782,13.479
2002,Panama City,AR,4.42631,15.1377
2002,Tallahassee,AR,4.55634,3.96003
2002,Melbourne,AR,7.19311,20.7122
2002,Daytona Beach,AR,1.3005,11.4596
2002,Vero Beach,AR,2.61653,46.7063
2002,Naples,AR,5.40668,17.3954
2002,Marco Island,AR,7.47247,7.05354
2002,Palm Beach,AR,10.0773,8.93683
2002,Norfolk,AR,0.0336749,28.0137
2002,Springfield,AR,5.78959,11.8495
2002,Wilmington,AR,3.90921,17.6292
2002,Daytona,AR,7.37668,19.351
2002,New York City,AR,0.753197,15.7269
2002,San Francisco,AR,3.45332,8.38938
2002,Lakemont,AR,6.72016,12.13
2002,Crestview,CA,4.59093,10.1182
2002,Tampa,CA,7.70201,13.4142
2002,Middleburg,CA,11.4428,27.6853
2002,Jacksonville,CA,10.718,1.72618
2002,Orlando,CA,7.82104,7.2375
2002,Riverside,CA,4.59109,21.2373
2002,Lancaster,CA,14.5288,10.0501
2002,Chandler,CA,13.1526,10.8457
2002,Providence,CA,2.06768,14.9366
2002,Lincoln,CA,3.10457,39.8647
2002,Boise,CA,5.51242,22.324
2002,Boulder,CA,1.06259,6.23439
2002,Fargo,CA,12.9591,25.5976
2002,Lubbock,CA,1.65793,11.2178
2002,Des Moines,CA,4.53135,17.4179
2002,Waco,CA,4.20209,1.67417
2002,Rochester,CA,0.0203065,16.6455
2002,Lexington,CA,2.33471,9.9944
2002,Pittsburgh,CA,0.363652,29.209
2002,Huntsville,CA,16.8401,14.694
2002,Mesa,CA,4.99128,11.4565
2002,Irvine,CA,10.7874,18.3746
2002,Bismarck,CA,3.04837,11.5844
2002,Grand Forks,CA,8.52432,24.3148
2002,Hattiesburg,CA,3.64865,23.096
2002,Cedar Rapids,CA,3.59992,5.28162
2002,Lawrence,CA,8.55194,6.82983
2002,Norman,CA,7.3199,30.7583
2002,Gillette,CA,13.4371,2.23813
2002,Cheyenne,CA,6.53183,26.2077
2002,Rock Springs,CA,3.30817,3.86772
2002,Cody,CA,7.92233,5.025
2002,Bend,CA,4.06883,32.2298
2002,Salem,CA,7.59981,26.773
2002,Eugene,CA,12.5193,26.7908
2002,Medford,CA,9.43765,1.41529
2002,Carlsbad,CA,15.763,40.1328
2002,Flagstaff,CA,10.8288,10.7054
2002,El Paso,CA,6.46288,15.2397
2002,Amarillo,CA,2.57187,2.18725
2002,Laredo,CA,8.28624,2.40528
2002,Fort Worth,CA,17.1207,28.2785
2002,Helen,CA,16.0459,21.0763
2002,Charleston,CA,12.3243,13.4442
2002,Columbus,CA,12.6543,10.8046
2002,Athens,CA,2.5651,1.90446
2002,Pensacola,CA,3.2978,11.0492
2002,Mobile,CA,5.08528,7.16335
2002,Montgomery,CA,16.1829,9.09018
2002,Portland,CA,0.170089,11.0884
2002,Fayetteville,CA,0.135339,13.3417
2002,Little Rock,CA,10.8962,15.8183
2002,Topeka,CA,3.80521,30.2437
2002,Butte,CA,0.933647,12.6809
2002,Pueblo,CA,17.2065,18.4418
2002,Casper,CA,2.10927,8.40347
2002,North Platte,CA,1.17019,30.3813
2002,Kearney,CA,1.03493,11.9634
2002,Grand Island,CA,2.30644,3.57662
2002,Scottsbluff,CA,3.05593,31.5967
2002,Scranton,CA,5.73149,2.90548
2002,Tupelo,CA,4.47474,21.8669
2002,Biloxi,CA,3.3465,26.5683
2002,Gulfport,CA,6.19822,1.7297
2002,Lafayette,CA,4.37116,23.3105
2002,New Iberia,CA,1.33596,4.84299
2002,Gonzales,CA,8.82335,17.478
2002,Baton Rouge,CA,1.60566,16.0784
2002,Slidell,CA,8.27531,7.75596
2002,Hammond,CA,2.99347,6.34125
2002,Joplin,CA,10.8873,18.7989
2002,Cape Girardeau,CA,4.41888,2.45339
2002,Fieldsprings,CA,8.28671,16.1555
2002,Columbia,CA,8.64338,18.1942
2002,Champaign,CA,10.3172,16.439
2002,Moline,CA,11.2994,17.0571
2002,Peoria,CA,2.13572,9.95433
2002,Davenport,CA,0.74417,16.658
2002,Iowa City,CA,3.97957,2.30227
2002,Sarasota,CA,7.34723,29.9589
2002,Ft. Myers,CA,4.48594,41.8101
2002,St. Augustine,CA,4.34555,8.81363
2002,Gainesville,CA,5.04765,23.2368
2002,Ocala,CA,1.15205,45.7866
2002,Destin,CA,15.2863,26.9213
2002,Panama City,CA,4.16954,24.8923
2002,Tallahassee,CA,2.40074,5.33746
2002,Melbourne,CA,3.86224,18.1287
2002,Daytona Beach,CA,5.86668,0.735466
2002,Vero Beach,CA,16.169,18.7562
2002,Naples,CA,0.74707,12.3384
2002,Marco Island,CA,6.54703,18.1592
2002,Palm Beach,CA,4.30571,30.3778
2002,Norfolk,CA,4.74207,1.72778
2002,Springfield,CA,1.80697,18.582
2002,Wilmington,CA,12.7658,11.3609
2002,Daytona,CA,0.705225,25.7409
2002,New York City,CA,1.29229,33.6746
2002,San Francisco,CA,0.82419,10.8592
2002,Lakemont,CA,18.5496,2.40594
2002,Crestview,CO,15.3735,10.8017
2002,Tampa,CO,4.16212,30.0795
2002,Middleburg,CO,5.26054,11.8126
2002,Jacksonville,CO,1.2687,41.1575
2002,Orlando,CO,7.81663,5.24298
2002,Riverside,CO,15.6034,8.24508
2002,Lancaster,CO,5.85363,5.69398
2002,Chandler,CO,11.1889,3.37813
2002,Providence,CO,15.0967,36.1543
2002,Lincoln,CO,7.94489,11.0806
2002,Boise,CO,0.729669,4.91515
2002,Boulder,CO,3.32675,14.0661
2002,Fargo,CO,0.390718,25.3164
2002,Lubbock,CO,2.33016,14.0252
2002,Des Moines,CO,1.12818,36.9778
2002,Waco,CO,3.7875,5.87886
2002,Rochester,CO,4.4558,13.6397
2002,Lexington,CO,9.25735,22.0997
2002,Pittsburgh,CO,5.45211,10.525
2002,Huntsville,CO,7.26073,0.773
2002,Mesa,CO,14.9121,3.36506
2002,Irvine,CO,7.76268,14.3499
2002,Bismarck,CO,5.57043,34.9169
2002,Grand Forks,CO,8.71605,18.0189
2002,Hattiesburg,CO,2.10352,12.7498
2002,Cedar Rapids,CO,4.13563,6.27497
2002,Lawrence,CO,8.40725,14.4054
2002,Norman,CO,14.3024,18.2536
2002,Gillette,CO,3.60469,6.479
2002,Cheyenne,CO,6.37501,0.434886
2002,Rock Springs,CO,1.62217,32.0053
2002,Cody,CO,2.14608,6.03821
2002,Bend,CO,1.25282,45.339
2002,Salem,CO,4.15763,25.2103
2002,Eugene,CO,2.80814,14.0128
2002,Medford,CO,4.77643,23.2848
2002,Carlsbad,CO,4.39928,30.3912
2002,Flagstaff,CO,9.72565,20.335
2002,El Paso,CO,5.9772,3.32927
2002,Amarillo,CO,6.02785,26.3686
2002,Laredo,CO,0.564349,19.2775
2002,Fort Worth,CO,9.11342,28.6804
2002,Helen,CO,6.23864,25.4979
2002,Charleston,CO,7.50995,12.2179
2002,Columbus,CO,8.98985,13.0975
2002,Athens,CO,7.95793,15.4002
2002,Pensacola,CO,10.9363,18.3326
2002,Mobile,CO,4.70955,25.5985
2002,Montgomery,CO,9.55355,6.21578
2002,Portland,CO,11.8886,12.2354
2002,Fayetteville,CO,6.05621,0.403925
2002,Little Rock,CO,10.4939,23.0266
2002,Topeka,CO,8.6485,14.9873
2002,Butte,CO,7.2893,37.6792
2002,Pueblo,CO,0.170811,25.7209
2002,Casper,CO,6.41901,28.6528
2002,North Platte,CO,8.91546,34.6555
2002,Kearney,CO,16.9904,33.928
2002,Grand Island,CO,13.945,25.108
2002,Scottsbluff,CO,5.78716,15.4076
2002,Scranton,CO,10.9093,29.379
2002,Tupelo,CO,8.90931,21.0754
2002,Biloxi,CO,16.203,12.1744
2002,Gulfport,CO,6.06199,26.4082
2002,Lafayette,CO,12.4107,11.5429
2002,New Iberia,CO,5.28296,20.878
2002,Gonzales,CO,5.09453,14.269
2002,Baton Rouge,CO,10.7649,10.5803
2002,Slidell,CO,0.50807,47.7812
2002,Hammond,CO,6.43216,11.5164
2002,Joplin,CO,20.6994,17.4344
2002,Cape Girardeau,CO,6.7595,11.1322
2002,Fieldsprings,CO,6.26404,5.54166
2002,Columbia,CO,6.37901,9.89978
2002,Champaign,CO,10.3098,6.04279
2002,Moline,CO,2.78551,10.6394
2002,Peoria,CO,5.37501,14.1486
2002,Davenport,CO,7.81717,2.32305
2002,Iowa City,CO,1.71177,8.16123
2002,Sarasota,CO,9.37104,27.9456
2002,Ft. Myers,CO,5.02807,17.0097
2002,St. Augustine,CO,4.17961,17.7758
2002,Gainesville,CO,14.0468,10.2835
2002,Ocala,CO,1.65621,36.8033
2002,Destin,CO,12.9282,2.18463
2002,Panama City,CO,1.58302,16.5174
2002,Tallahassee,CO,3.01918,10.0103
2002,Melbourne,CO,4.82328,3.67475
2002,Daytona Beach,CO,10.8912,0.250122
2002,Vero Beach,CO,10.1496,8.63952
2002,Naples,CO,2.40857,31.1638
2002,Marco Island,CO,14.8646,19.8888
2002,Palm Beach,CO,5.18092,9.87194
2002,Norfolk,CO,9.93264,3.04742
2002,Springfield,CO,9.20472,13.3074
2002,Wilmington,CO,10.206,9.50699
2002,Daytona,CO,7.12742,14.2288
2002,New York City,CO,4.58461,22.5087
2002,San Francisco,CO,14.8434,25.5884
2002,Lakemont,CO,11.9281,2.26757
2002,Crestview,CT,8.22304,10.9029
2002,Tampa,CT,4.38436,2.71135
2002,Middleburg,CT,3.5086,5.47096
2002,Jacksonville,CT,0.91475,22.6045
2002,Orlando,CT,14.1892,18.5636
2002,Riverside,CT,2.82044,25.9641
2002,Lancaster,CT,5.8033,15.3643
2002,Chandler,CT,1.87612,38.1966
2002,Providence,CT,3.34993,26.253
2002,Lincoln,CT,7.26615,51.5947
2002,Boise,CT,8.37815,24.0481
2002,Boulder,CT,1.09611,1.2831
2002,Fargo,CT,8.10237,10.8471
2002,Lubbock,CT,0.258299,8.98678
2002,Des Moines,CT,3.25686,37.649
2002,Waco,CT,6.07483,4.5366
2002,Rochester,CT,11.7053,6.84348
2002,Lexington,CT,1.70112,16.6777
2002,Pittsburgh,CT,5.88759,37.2554
2002,Huntsville,CT,7.98957,0.638824
2002,Mesa,CT,4.56113,32.3896
2002,Irvine,CT,14.8012,4.30229
2002,Bismarck,CT,5.19164,8.60325
2002,Grand Forks,CT,1.53375,32.6762
2002,Hattiesburg,CT,17.4592,21.3842
2002,Cedar Rapids,CT,4.65378,28.8067
2002,Lawrence,CT,12.6345,10.8163
2002,Norman,CT,9.08388,43.148
2002,Gillette,CT,11.5723,17.1495
2002,Cheyenne,CT,0.828376,5.58539
2002,Rock Springs,CT,2.10599,9.44246
2002,Cody,CT,13.6224,21.957
2002,Bend,CT,0.0670903,31.922
2002,Salem,CT,8.42061,22.7631
2002,Eugene,CT,2.55255,17.652
2002,Medford,CT,1.74282,1.59378
2002,Carlsbad,CT,4.68061,16.8026
2002,Flagstaff,CT,10.1343,0.155695
2002,El Paso,CT,5.31128,6.36804
2002,Amarillo,CT,4.10459,35.874
2002,Laredo,CT,4.00588,8.66687
2002,Fort Worth,CT,7.9036,21.6285
2002,Helen,CT,5.83028,4.14011
